period,district,31_03_2021,31_03_2022,31_03_2023,31_03_2024,31_03_2025,aadhaar_card_seeded,aadhaar_seeded,ar_cu_psaycard_issued,balance,district_wise_enrolment_under_pmjdy_31_03_2021,district_wise_enrolment_under_pmjdy_31_03_2022,district_wise_enrolment_under_pmjdy_31_03_2023,district_wise_pmjdy_accounts_31_03_2020,female,female_a_c,male,male_a_c,rupay_card_account,rupay_card_issued,rupaycar_d_issued,rupaycard_account,rupaycard_issued,rural,rural_a_c,sum_of_aadhaar_seeded,sum_of_female_a_c,sum_of_male_a_c,sum_of_rupaycard_issued,sum_of_rural_a_c,sum_of_total_a_c,sum_of_total_deposit_rs_in_crore,sum_of_urban_a_c,sum_of_zero_balance_account,total,total_a_c,total_amount_amt_rs_in_crore,total_amount_rs_in_crore,total_amount_rs_in_lac,total_deposit,total_deposit_cr,total_deposit_in_rs_crore,total_deposit_rs_in_crore,total_depzoesriot,total_enrolment_uner_social_security_schemes,total_no_of_apy,total_no_of_pmjjby,total_no_of_pmsby,total_no_pmjdy_a_c,urban,urban_a_c,zero_balance_a_c_s,zero_balance_account
December 2016,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,,1077929.0,1143116.0,1066906.0,1559092.0,1438695.0,2210022.0,605.54,771327.0,380477.0,,,,,,,,,,,,,,,,,,,
December 2016,Nadia,,,,,,,,,,,,,,,,,,,,,,,,,715656.0,895105.0,850095.0,1420557.0,1080567.0,1745200.0,543.37,664633.0,299110.0,,,,,,,,,,,,,,,,,,,
December 2016,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,,1308003.0,1163606.0,1095606.0,1968751.0,1245163.0,2259212.0,1050.73,1014049.0,338702.0,,,,,,,,,,,,,,,,,,,
December 2016,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,576766.0,758885.0,773665.0,1265186.0,1244519.0,1532550.0,509.07,288031.0,263688.0,,,,,,,,,,,,,,,,,,,
December 2016,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,890991.0,744793.0,883162.0,1135308.0,1098487.0,1627955.0,588.62,529468.0,263240.0,,,,,,,,,,,,,,,,,,,
December 2016,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,689365.0,695987.0,711078.0,1187470.0,1189828.0,1407065.0,463.21,217237.0,183433.0,,,,,,,,,,,,,,,,,,,
December 2016,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,,1057427.0,1215747.0,1145407.0,1869667.0,1857755.0,2361154.0,761.51,503399.0,327930.0,,,,,,,,,,,,,,,,,,,
December 2016,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,464150.0,734825.0,679722.0,1159624.0,1116415.0,1414547.0,212.32,298132.0,445271.0,,,,,,,,,,,,,,,,,,,
December 2017,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,,,47447.0,,,62048.0,35105.0,63486.0,21.38,28381.0,6025.0,,,,,,,,,,,,,,,,,,,
December 2017,Bankura,,,,,,,,,,,,,,,,,,,,,,,,,1109555.0,,,1239149.0,1257371.0,1463616.0,473.92,206245.0,176296.0,,,,,,,,,,,,,,,,,,,
December 2017,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,,1111812.0,,,884989.0,1072088.0,1415405.0,334.25,343317.0,189517.0,,,,,,,,,,,,,,,,,,,
December 2017,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,,,785227.0,,,748292.0,683985.0,1044073.0,176.39,360088.0,96072.0,,,,,,,,,,,,,,,,,,,
December 2017,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,548802.0,,,604308.0,669030.0,743862.0,150.38,74832.0,99557.0,,,,,,,,,,,,,,,,,,,
December 2017,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,,,417790.0,,,427658.0,240048.0,522008.0,236.02,281960.0,66820.0,,,,,,,,,,,,,,,,,,,
December 2017,Hooghly,,,,,,,,,,,,,,,,,,,,,,,,,1123594.0,,,968844.0,801302.0,1339857.0,546.67,538555.0,120558.0,,,,,,,,,,,,,,,,,,,
December 2017,Howrah,,,,,,,,,,,,,,,,,,,,,,,,,911746.0,,,834911.0,626392.0,1089812.0,460.14,463420.0,93090.0,,,,,,,,,,,,,,,,,,,
December 2017,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,,1111423.0,,,998870.0,776327.0,1389702.0,378.76,613375.0,156628.0,,,,,,,,,,,,,,,,,,,
December 2017,Kolkata,,,,,,,,,,,,,,,,,,,,,,,,,566753.0,,,690768.0,3608.0,787796.0,1123.3,784188.0,87495.0,,,,,,,,,,,,,,,,,,,
December 2017,Malda,,,,,,,,,,,,,,,,,,,,,,,,,1350963.0,,,1461361.0,1692222.0,1819811.0,516.91,127589.0,235300.0,,,,,,,,,,,,,,,,,,,
December 2017,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,,1921250.0,,,1541114.0,1661355.0,2557140.0,758.39,895785.0,279724.0,,,,,,,,,,,,,,,,,,,
December 2017,Nadia,,,,,,,,,,,,,,,,,,,,,,,,,1354700.0,,,1401579.0,1183433.0,1944884.0,705.71,761451.0,214926.0,,,,,,,,,,,,,,,,,,,
December 2017,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,,1894572.0,,,2010999.0,1360728.0,2544662.0,1528.12,1183934.0,219084.0,,,,,,,,,,,,,,,,,,,
December 2017,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,1465189.0,,,1447949.0,1485814.0,1833810.0,739.17,347996.0,168798.0,,,,,,,,,,,,,,,,,,,
December 2017,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,1485530.0,,,1310856.0,1269676.0,1896992.0,802.92,627316.0,217549.0,,,,,,,,,,,,,,,,,,,
December 2017,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,1255943.0,,,1320428.0,1411249.0,1670733.0,630.64,259484.0,142853.0,,,,,,,,,,,,,,,,,,,
December 2017,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,,2027849.0,,,2069026.0,2030707.0,2783031.0,1051.76,752324.0,326213.0,,,,,,,,,,,,,,,,,,,
December 2017,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,1116536.0,,,1338378.0,1296419.0,1629231.0,253.31,332812.0,295715.0,,,,,,,,,,,,,,,,,,,
December 2021,Alipurduar,,,,,,,196824.0,185094.0,24927.0,,,,,,131624.0,,98849.0,,,,,,,154994.0,,,,,,,,,,,230473.0,,,,,,,,69.69,,,,,,,75479.0,,
December 2021,Bankura,,,,,,,1636949.0,1140684.0,109627.0,,,,,,1120481.0,,895818.0,,,,,,,1764271.0,,,,,,,,,,,2016299.0,,,,,,,,864.47,,,,,,,252028.0,,
December 2021,Birbhum,,,,,,,1685179.0,1280668.0,136767.0,,,,,,1192779.0,,880960.0,,,,,,,1660812.0,,,,,,,,,,,2073739.0,,,,,,,,649.95,,,,,,,412927.0,,
December 2021,Cooch Behar,,,,,,,1183551.0,1119474.0,95787.0,,,,,,800896.0,,627098.0,,,,,,,1002690.0,,,,,,,,,,,1427994.0,,,,,,,,299.23,,,,,,,425304.0,,
December 2021,Dakshin Dinajpur,,,,,,,848755.0,597138.0,68832.0,,,,,,603928.0,,452127.0,,,,,,,877339.0,,,,,,,,,,,1056055.0,,,,,,,,263.06,,,,,,,178716.0,,
December 2021,Hooghly,,,,,,,1811204.0,1318590.0,96982.0,,,,,,1243765.0,,866081.0,,,,,,,1437487.0,,,,,,,,,,,2109846.0,,,,,,,,840.4,,,,,,,672359.0,,
December 2021,Howrah,,,,,,,1520363.0,1198548.0,86871.0,,,,,,1061850.0,,740481.0,,,,,,,1190701.0,,,,,,,,,,,1802331.0,,,,,,,,671.88,,,,,,,611630.0,,
December 2021,Jalpaiguri,,,,,,,1369209.0,1258196.0,108438.0,,,,,,938039.0,,701062.0,,,,,,,1074457.0,,,,,,,,,,,1639101.0,,,,,,,,536.91,,,,,,,564644.0,,
December 2021,Kolkata,,,,,,,590751.0,560166.0,75574.0,,,,,,412383.0,,344522.0,,,,,,,6175.0,,,,,,,,,,,756905.0,,,,,,,,321.07,,,,,,,750730.0,,
December 2021,Malda,,,,,,,2380454.0,1447563.0,258697.0,,,,,,1651717.0,,1199572.0,,,,,,,2446016.0,,,,,,,,,,,2851289.0,,,,,,,,791.15,,,,,,,405273.0,,
December 2021,Murshidabad,,,,,,,3197877.0,2610015.0,242202.0,,,,,,2218168.0,,1657022.0,,,,,,,2770177.0,,,,,,,,,,,3875190.0,,,,,,,,1069.37,,,,,,,1105013.0,,
December 2021,Nadia,,,,,,,2166706.0,1758744.0,187139.0,,,,,,1572782.0,,1159594.0,,,,,,,1835675.0,,,,,,,,,,,2732376.0,,,,,,,,918.59,,,,,,,896701.0,,
December 2021,North 24 Parganas,,,,,,,3181166.0,2576582.0,200636.0,,,,,,2237227.0,,1598994.0,,,,,,,2239254.0,,,,,,,,,,,3836221.0,,,,,,,,1441.87,,,,,,,1596967.0,,
December 2021,Paschim Medinipur,,,,,,,2246564.0,1520778.0,125812.0,,,,,,1565579.0,,1155709.0,,,,,,,2311976.0,,,,,,,,,,,2721288.0,,,,,,,,1155.49,,,,,,,409312.0,,
December 2021,Purba Bardhaman,,,,,,,2614745.0,2089148.0,157537.0,,,,,,2014410.0,,1225564.0,,,,,,,2248488.0,,,,,,,,,,,3239974.0,,,,,,,,960.45,,,,,,,991486.0,,
December 2021,Purba Medinipur,,,,,,,1993435.0,1401514.0,102837.0,,,,,,1350355.0,,1061452.0,,,,,,,2216519.0,,,,,,,,,,,2411807.0,,,,,,,,1091.29,,,,,,,195288.0,,
December 2021,Purulia,,,,,,,1452432.0,1018767.0,129681.0,,,,,,973345.0,,799106.0,,,,,,,1486816.0,,,,,,,,,,,1772451.0,,,,,,,,775.37,,,,,,,285635.0,,
December 2021,South 24 Parganas,,,,,,,3666606.0,2706357.0,310605.0,,,,,,2557337.0,,1890319.0,,,,,,,3705465.0,,,,,,,,,,,4447656.0,,,,,,,,1574.42,,,,,,,742191.0,,
December 2021,Uttar Dinajpur,,,,,,,1831583.0,1190505.0,223417.0,,,,,,1320433.0,,1027538.0,,,,,,,1848028.0,,,,,,,,,,,2347971.0,,,,,,,,456.56,,,,,,,499943.0,,
December 2022,Alipurduar,74293.0,100726.0,,,,,,,,,,,53252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2022,Bankura,878904.0,903226.0,,,,,,,,,,,836417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2022,Birbhum,827652.0,894147.0,,,,,,,,,,,782043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2022,Cooch Behar,598861.0,631521.0,,,,,,,,,,,572790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2022,Dakshin Dinajpur,427871.0,458479.0,,,,,,,,,,,409712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2022,Hooghly,813753.0,877321.0,,,,,,,,,,,783855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2022,Howrah,680729.0,752814.0,,,,,,,,,,,654425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2022,Jalpaiguri,685172.0,703657.0,,,,,,,,,,,683344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2022,Kolkata,358782.0,346596.0,,,,,,,,,,,474909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2022,Malda,1114782.0,1219659.0,,,,,,,,,,,1035251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2022,Murshidabad,1600086.0,1686948.0,,,,,,,,,,,1470085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2022,Nadia,1108632.0,1174405.0,,,,,,,,,,,1065943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2022,North 24 Parganas,1553842.0,1627469.0,,,,,,,,,,,1484727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2022,Paschim Medinipur,1246786.0,1166225.0,,,,,,,,,,,1111852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2022,Purba Bardhaman,1134150.0,1249734.0,,,,,,,,,,,1096936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2022,Purba Medinipur,1111384.0,1068418.0,,,,,,,,,,,1011260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2022,Purulia,817614.0,810650.0,,,,,,,,,,,732816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2022,South 24 Parganas,1811333.0,1918134.0,,,,,,,,,,,1640259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2022,Uttar Dinajpur,964714.0,1040836.0,,,,,,,,,,,903481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2023,Alipurduar,,100726.0,109143.0,,,,,,,74293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2023,Bankura,,903226.0,958384.0,,,,,,,878904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2023,Birbhum,,894147.0,960192.0,,,,,,,827652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2023,Cooch Behar,,631521.0,684131.0,,,,,,,598861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2023,Dakshin Dinajpur,,458479.0,492788.0,,,,,,,427871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2023,Hooghly,,877321.0,936613.0,,,,,,,813753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2023,Howrah,,752814.0,808068.0,,,,,,,680729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2023,Jalpaiguri,,703657.0,755853.0,,,,,,,685172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2023,Kolkata,,346596.0,375920.0,,,,,,,358782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2023,Malda,,1219659.0,1337627.0,,,,,,,1114782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2023,Murshidabad,,1686948.0,1843199.0,,,,,,,1600086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2023,Nadia,,1174405.0,1254905.0,,,,,,,1108632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2023,North 24 Parganas,,1627469.0,1758496.0,,,,,,,1553842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2023,Paschim Medinipur,,1166225.0,1244516.0,,,,,,,1246786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2023,Purba Bardhaman,,1249734.0,1348728.0,,,,,,,1134150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2023,Purba Medinipur,,1068418.0,1131712.0,,,,,,,1111384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2023,Purulia,,810650.0,878454.0,,,,,,,817614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2023,South 24 Parganas,,1918134.0,2062499.0,,,,,,,1811333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2023,Uttar Dinajpur,,1040836.0,1117931.0,,,,,,,964714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2024,Alipurduar,,,,,,,538121.0,,,,,,,,350751.0,,265007.0,,,,,511655.0,,403250.0,,,,,,,,,,,615758.0,,,,314.92,,,,,,,,,,,212508.0,,38247.0
December 2024,Bankura,,,,,,,2047269.0,,,,,,,,1317233.0,,1064010.0,,,,,1357912.0,,2038378.0,,,,,,,,,,,2381243.0,,,,1391.5,,,,,,,,,,,342865.0,,143078.0
December 2024,Birbhum,,,,,,,2121973.0,,,,,,,,1392252.0,,1045723.0,,,,,1436829.0,,1961977.0,,,,,,,,,,,2437975.0,,,,1154.61,,,,,,,,,,,475998.0,,88767.0
December 2024,Cooch Behar,,,,,,,1512026.0,,,,,,,,966989.0,,766033.0,,,,,1328161.0,,1252472.0,,,,,,,,,,,1733022.0,,,,549.04,,,,,,,,,,,480550.0,,106656.0
December 2024,Dakshin Dinajpur,,,,,,,1073709.0,,,,,,,,717011.0,,548668.0,,,,,741699.0,,1026356.0,,,,,,,,,,,1265679.0,,,,470.74,,,,,,,,,,,239323.0,,83435.0
December 2024,Darjeeling,,,,,,,582099.0,,,,,,,,390955.0,,275243.0,,,,,524751.0,,313795.0,,,,,,,,,,,666198.0,,,,417.04,,,,,,,,,,,352403.0,,43816.0
December 2024,Hooghly,,,,,,,2248328.0,,,,,,,,1494011.0,,1026296.0,,,,,1586914.0,,1723044.0,,,,,,,,,,,2520307.0,,,,1415.33,,,,,,,,,,,797263.0,,109211.0
December 2024,Howrah,,,,,,,1910786.0,,,,,,,,1264577.0,,894065.0,,,,,1435411.0,,1417525.0,,,,,,,,,,,2158642.0,,,,1122.39,,,,,,,,,,,741117.0,,77662.0
December 2024,Jalpaiguri,,,,,,,1431516.0,,,,,,,,929704.0,,690925.0,,,,,1172400.0,,1081543.0,,,,,,,,,,,1620629.0,,,,725.41,,,,,,,,,,,539086.0,,109097.0
December 2024,Jhargram,,,,,,,404908.0,,,,,,,,273020.0,,221135.0,,,,,265170.0,,460168.0,,,,,,,,,,,494155.0,,,,303.48,,,,,,,,,,,33987.0,,26615.0
December 2024,Kalimpong,,,,,,,27010.0,,,,,,,,17930.0,,14535.0,,,,,28107.0,,19871.0,,,,,,,,,,,32465.0,,,,22.95,,,,,,,,,,,12594.0,,1592.0
December 2024,Kolkata,,,,,,,829003.0,,,,,,,,560368.0,,445847.0,,,,,771436.0,,8114.0,,,,,,,,,,,1006215.0,,,,438.69,,,,,,,,,,,998101.0,,107060.0
December 2024,Malda,,,,,,,3126272.0,,,,,,,,2024642.0,,1529222.0,,,,,1938820.0,,3078594.0,,,,,,,,,,,3553864.0,,,,1298.42,,,,,,,,,,,475270.0,,312746.0
December 2024,Murshidabad,,,,,,,4253426.0,,,,,,,,2746594.0,,2155019.0,,,,,3353394.0,,3644415.0,,,,,,,,,,,4901613.0,,,,1741.55,,,,,,,,,,,1257198.0,,356806.0
December 2024,Nadia,,,,,,,2774851.0,,,,,,,,1877264.0,,1414988.0,,,,,2131455.0,,2218660.0,,,,,,,,,,,3292252.0,,,,1456.57,,,,,,,,,,,1073592.0,,231775.0
December 2024,North 24 Parganas,,,,,,,4113298.0,,,,,,,,2720901.0,,2000056.0,,,,,3232323.0,,2792432.0,,,,,,,,,,,4720957.0,,,,2363.54,,,,,,,,,,,1928525.0,,261601.0
December 2024,Paschim Bardhaman,,,,,,,1328645.0,,,,,,,,1015236.0,,539181.0,,,,,791095.0,,881499.0,,,,,,,,,,,1554417.0,,,,620.61,,,,,,,,,,,672918.0,,76827.0
December 2024,Paschim Medinipur,,,,,,,2420883.0,,,,,,,,1608140.0,,1173910.0,,,,,1656826.0,,2275531.0,,,,,,,,,,,2782050.0,,,,1585.08,,,,,,,,,,,506519.0,,139254.0
December 2024,Purba Bardhaman,,,,,,,2028074.0,,,,,,,,1382696.0,,953210.0,,,,,1715420.0,,1780405.0,,,,,,,,,,,2335906.0,,,,1125.03,,,,,,,,,,,555501.0,,81966.0
December 2024,Purba Medinipur,,,,,,,2340312.0,,,,,,,,1512840.0,,1188999.0,,,,,1647418.0,,2466078.0,,,,,,,,,,,2701839.0,,,,1543.44,,,,,,,,,,,235761.0,,139019.0
December 2024,Purulia,,,,,,,1873049.0,,,,,,,,1175146.0,,988004.0,,,,,1271532.0,,1800597.0,,,,,,,,,,,2163150.0,,,,1309.87,,,,,,,,,,,362553.0,,159366.0
December 2024,South 24 Parganas,,,,,,,4621474.0,,,,,,,,3045325.0,,2305116.0,,,,,3363394.0,,4539653.0,,,,,,,,,,,5350441.0,,,,2491.43,,,,,,,,,,,810788.0,,387766.0
December 2024,Uttar Dinajpur,,,,,,,2352329.0,,,,,,,,1590259.0,,1243432.0,,,,,1484682.0,,2214892.0,,,,,,,,,,,2833691.0,,,,804.57,,,,,,,,,,,618799.0,,255394.0
December 2025,Alipurduar,,,,,,,757785.0,,,,,,,,493719.0,,377722.0,,688016.0,,,,,824570.0,,,,,,,,,,,871441.0,,,,,,406.79,,,,,,,,,46871.0,,55621.0
December 2025,Bankura,,,,,,,2155845.0,,,,,,,,1364007.0,,1095213.0,,1433825.0,,,,,2171628.0,,,,,,,,,,,2459220.0,,,,,,1412.11,,,,,,,,,287592.0,,152276.0
December 2025,Birbhum,,,,,,,2231716.0,,,,,,,,1440600.0,,1079954.0,,1524170.0,,,,,2380420.0,,,,,,,,,,,2520554.0,,,,,,1215.21,,,,,,,,,140134.0,,96533.0
December 2025,Cooch Behar,,,,,,,1618983.0,,,,,,,,1021575.0,,800980.0,,1409318.0,,,,,1733277.0,,,,,,,,,,,1822555.0,,,,,,565.25,,,,,,,,,89278.0,,118573.0
