period,district,active_shgs_no,amount,amount_of_loan_disbursed,appl_sponsored,cases_pending,disbursed_no,loan_disbursed,loan_disbursed_no,loan_sanctioned,loan_sanctioned_no,no_fo_shgs_credit_linked,no_of_active,no_of_active_shgs,no_of_cases,no_of_cases_pending,no_of_sponsored,no_of_sponsored_application,no_of_sponsored_application_in_fy_22_23,no_of_sponsored_application_in_fy_23_24,no_of_sponsored_application_in_fy_24_25,no_of_sponsored_application_in_fy_fy_24_25,pending_no,sanctioned_no,sep_g,sep_g_disburs_ed_by_branch,sep_g_disbursed_no,sep_g_sanctioned_no,sep_g_sponsord_ot_bank_branches,sep_g_target_for_fy_20_21,sep_i,sep_i_disburs_ed_by_branch,sep_i_disbursed_no,sep_i_sanctioned_no,sep_i_sponsord_ot_bank_branches,sep_i_target_for_fy_20_21,shg_credit_linkage,shg_credit_linkage_active_shgs,shg_credit_linkage_sponsord_ot_bank_branches,shg_loan_disbursed_no,shg_loan_sanctioned_no,sponsored_in_fy_21_22,sponsored_in_fy_22_23,sponsored_no,target_amount_of_sep_g_loan_to_be_disbursed_fy_22_24,target_amount_of_sep_g_loan_to_be_disbursed_fy_23_24,target_amount_of_sep_g_loan_to_be_disbursed_fy_24_25,target_amount_of_sep_i_loan_to_be_disbursed_fy_22_24,target_amount_of_sep_i_loan_to_be_disbursed_fy_23_24,target_amount_of_sep_i_loan_to_be_disbursed_fy_24_25,target_amount_of_shg_loan_to_be_disbursed_fy_23_24,target_amount_of_shg_loan_to_be_disbursed_fy_24_25,target_disb_no,target_for_2019_20_no,target_for_fy_2020_21_no,target_for_fy_20_21,target_fy_20_21_no,target_fy_21_22_no,target_fy_22_23,target_fy_22_23_no,target_fy_23_24,target_fy_24_25,target_fy_fy_22_23,target_fy_fy_23_24,target_fy_fy_24_25,total_pending,total_sponsored
March 2018,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,50.0,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,157.0,,,,,,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,Purulia,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,99.0,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,218.0,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2018,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,126.0,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,40.0,,,,,,477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Bankura,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,135.0,,,,,,1937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,317.0,,,,,,2970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,237.0,,,,,,1218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,120.0,,,,,,1052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,190.0,,,,,,1627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Hooghly,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,568.0,,,,,,4299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Howrah,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,180.0,,,,,,1136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,130.0,,,,,,1322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Jhargram,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,50.0,,,,,,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Kalimpong,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,40.0,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Kolkata,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,110.0,,,,,,488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Malda,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,80.0,,,,,,758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,290.0,,,,,,4032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Nadia,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,406.0,,,,,,4922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,1272.0,,,,,,12954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Paschim Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,270.0,,,,,,2391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,337.0,,,,,,2955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,290.0,,,,,,2432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,240.0,,,,,,2727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Purulia,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,113.0,,,,,,1050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,285.0,,,,,,2756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,200.0,,,,,,1804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Alipurduar,489.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.0,,,,,,,,,,,,,,
March 2020,Bankura,1945.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,12.0,,,,,,,,,,,,,,
March 2020,Birbhum,3065.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,22.0,,,,,,,,,,,,,,
March 2020,Cooch Behar,1459.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,17.0,,,,,,,,,,,,,,
March 2020,Dakshin Dinajpur,1707.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,8.0,,,,,,,,,,,,,,
March 2020,Darjeeling,1773.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,7.0,,,,,,,,,,,,,,
March 2020,Hooghly,4490.0,0.03,,,,2.0,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,39.0,,,,,,,,,,,,,,
March 2020,Howrah,1210.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,8.0,,,,,,,,,,,,,,
March 2020,Jalpaiguri,1381.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,11.0,,,,,,,,,,,,,,
March 2020,Jhargram,412.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.0,,,,,,,,,,,,,,
March 2020,Kalimpong,104.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,,,,,
March 2020,Kolkata,656.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,5.0,,,,,,,,,,,,,,
March 2020,Malda,584.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,11.0,,,,,,,,,,,,,,
March 2020,Murshidabad,4493.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,27.0,,,,,,,,,,,,,,
March 2020,Nadia,4929.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,32.0,,,,,,,,,,,,,,
March 2020,North 24 Parganas,13318.0,0.02,,,,2.0,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,74.0,,,,,,,,,,,,,,
March 2020,Paschim Bardhaman,1869.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,7.0,,,,,,,,,,,,,,
March 2020,Paschim Medinipur,2963.0,0.06,,,,4.0,,,,,,,,,,,,,,,,0.0,4.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,21.0,,,,,,,,,,,,,,
March 2020,Purba Bardhaman,2585.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,20.0,,,,,,,,,,,,,,
March 2020,Purba Medinipur,2685.0,0.05,,,,3.0,,,,,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,18.0,,,,,,,,,,,,,,
March 2020,Purulia,724.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,6.0,,,,,,,,,,,,,,
March 2020,South 24 Parganas,2937.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,23.0,,,,,,,,,,,,,,
March 2020,Uttar Dinajpur,1807.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,14.0,,,,,,,,,,,,,,
March 2021,Alipurduar,,0.0,,,,0.0,,,,,,,539.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,0.0,0.0
March 2021,Bankura,,0.0,,,,0.0,,,,,,,2110.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,0.0,0.0
March 2021,Birbhum,,0.04,,,,1.0,,,,,,,3378.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,0.0,6.0
March 2021,Cooch Behar,,0.0,,,,0.0,,,,,,,1514.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,0.0,0.0
March 2021,Dakshin Dinajpur,,0.0,,,,0.0,,,,,,,1560.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,0.0,0.0
March 2021,Darjeeling,,0.03,,,,6.0,,,,,,,1830.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,0.0,10.0
March 2021,Hooghly,,0.03,,,,2.0,,,,,,,5033.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,0.0,5.0
March 2021,Howrah,,0.0,,,,0.0,,,,,,,1397.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,0.0,4.0
March 2021,Jalpaiguri,,0.35,,,,11.0,,,,,,,1214.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,0.0,19.0
March 2021,Jhargram,,0.0,,,,0.0,,,,,,,417.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.0,0.0
March 2021,Kalimpong,,0.0,,,,0.0,,,,,,,71.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.0,0.0
March 2021,Kolkata,,0.0,,,,0.0,,,,,,,1186.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,0.0,0.0
March 2021,Malda,,0.0,,,,0.0,,,,,,,869.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,0.0,0.0
March 2021,Murshidabad,,0.08,,,,9.0,,,,,,,4775.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,0.0,10.0
March 2021,Nadia,,0.03,,,,1.0,,,,,,,5470.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,0.0,3.0
March 2021,North 24 Parganas,,0.21,,,,19.0,,,,,,,14115.0,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,5.0,31.0
March 2021,Paschim Bardhaman,,0.0,,,,0.0,,,,,,,2426.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,0.0
March 2021,Paschim Medinipur,,0.05,,,,6.0,,,,,,,3362.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,1.0,11.0
March 2021,Purba Bardhaman,,0.06,,,,9.0,,,,,,,2717.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,0.0,16.0
March 2021,Purba Medinipur,,0.2,,,,13.0,,,,,,,3057.0,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,0.0,21.0
March 2021,Purulia,,0.04,,,,4.0,,,,,,,1156.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,7.0
March 2021,South 24 Parganas,,0.01,,,,3.0,,,,,,,2945.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,0.0,7.0
March 2021,Uttar Dinajpur,,0.0,,,,0.0,,,,,,,1741.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,0.0,0.0
March 2022,Alipurduar,,0.0,,,,0.0,,,,,,,578.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,
March 2022,Bankura,,0.06,,,,3.0,,,,,,,2323.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,5.0,,,,,,,,1.0,
March 2022,Birbhum,,0.38,,,,18.0,,,,,,,3515.0,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,14.0,,,,,,,,0.0,
March 2022,Cooch Behar,,0.08,,,,4.0,,,,,,,1656.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,10.0,,,,,,,,1.0,
March 2022,Dakshin Dinajpur,,0.0,,,,0.0,,,,,,,1732.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,7.0,,,,,,,,0.0,
March 2022,Darjeeling,,0.06,,,,3.0,,,,,,,2138.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,6.0,,,,,,,,1.0,
March 2022,Hooghly,,0.21,,,,10.0,,,,,,,5696.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,30.0,,,,,,,,0.0,
March 2022,Howrah,,0.02,,,,1.0,,,,,,,1668.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,9.0,,,,,,,,1.0,
March 2022,Jalpaiguri,,0.02,,,,1.0,,,,,,,1456.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,11.0,,,,,,,,0.0,
March 2022,Jhargram,,0.0,,,,0.0,,,,,,,454.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,
March 2022,Kalimpong,,0.0,,,,0.0,,,,,,,124.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,4.0,,,,,,,,0.0,
March 2022,Kolkata,,0.0,,,,0.0,,,,,,,1457.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,5.0,,,,,,,,0.0,
March 2022,Malda,,0.06,,,,3.0,,,,,,,964.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,5.0,,,,,,,,0.0,
March 2022,Murshidabad,,0.19,,,,9.0,,,,,,,5285.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,28.0,,,,,,,,1.0,
March 2022,Nadia,,0.17,,,,8.0,,,,,,,5754.0,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,18.0,,,,,,,,1.0,
March 2022,North 24 Parganas,,0.21,,,,10.0,,,,,,,15576.0,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,63.0,,,,,,,,1.0,
March 2022,Paschim Bardhaman,,0.11,,,,5.0,,,,,,,2745.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,10.0,,,,,,,,0.0,
March 2022,Paschim Medinipur,,0.13,,,,6.0,,,,,,,3775.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,18.0,,,,,,,,0.0,
March 2022,Purba Bardhaman,,0.21,,,,10.0,,,,,,,3252.0,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,16.0,,,,,,,,0.0,
March 2022,Purba Medinipur,,0.23,,,,11.0,,,,,,,3344.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,14.0,,,,,,,,0.0,
March 2022,Purulia,,0.04,,,,2.0,,,,,,,1230.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,8.0,,,,,,,,1.0,
March 2022,South 24 Parganas,,0.02,,,,1.0,,,,,,,3489.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,14.0,,,,,,,,1.0,
March 2022,Uttar Dinajpur,,0.0,,,,0.0,,,,,,,2068.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,11.0,,,,,,,,0.0,
March 2023,Alipurduar,,0.02,,,,,,,,,,,,,3.0,,,12.0,,,,,,,,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,0.09,,,0.5,,,,,,,,,,,6.0,,,,25.0,,,,
March 2023,Bankura,,0.44,,,,,,,,,,,,,33.0,,,137.0,,,,,,,,4.0,4.0,,,,,37.0,38.0,,,,,,,,,,,0.23,,,0.98,,,,,,,,,,,9.0,,,,65.0,,,,
March 2023,Birbhum,,3.0,,,,,,,,,,,,,35.0,,,460.0,,,,,,,,24.0,24.0,,,,,251.0,252.0,,,,,,,,,,,0.39,,,3.53,,,,,,,,,,,20.0,,,,210.0,,,,
March 2023,Cooch Behar,,0.54,,,,,,,,,,,,,11.0,,,94.0,,,,,,,,5.0,5.0,,,,,45.0,43.0,,,,,,,,,,,0.25,,,2.01,,,,,,,,,,,13.0,,,,135.0,,,,
March 2023,Dakshin Dinajpur,,0.42,,,,,,,,,,,,,10.0,,,176.0,,,,,,,,2.0,2.0,,,,,35.0,35.0,,,,,,,,,,,0.18,,,1.35,,,,,,,,,,,8.0,,,,82.0,,,,
March 2023,Darjeeling,,0.42,,,,,,,,,,,,,2.0,,,135.0,,,,,,,,3.0,3.0,,,,,35.0,34.0,,,,,,,,,,,0.44,,,2.1,,,,,,,,,,,15.0,,,,125.0,,,,
March 2023,Hooghly,,2.26,,,,,,,,,,,,,10.0,,,433.0,,,,,,,,13.0,13.0,,,,,189.0,193.0,,,,,,,,,,,0.57,,,4.62,,,,,,,,,,,28.0,,,,333.0,,,,
March 2023,Howrah,,0.62,,,,,,,,,,,,,5.0,,,168.0,,,,,,,,2.0,2.0,,,,,52.0,52.0,,,,,,,,,,,0.24,,,1.32,,,,,,,,,,,11.0,,,,110.0,,,,
March 2023,Jalpaiguri,,0.33,,,,,,,,,,,,,4.0,,,71.0,,,,,,,,3.0,3.0,,,,,28.0,28.0,,,,,,,,,,,0.17,,,1.55,,,,,,,,,,,9.0,,,,84.0,,,,
March 2023,Jhargram,,0.01,,,,,,,,,,,,,0.0,,,3.0,,,,,,,,0.0,0.0,,,,,1.0,1.0,,,,,,,,,,,0.06,,,0.3,,,,,,,,,,,2.0,,,,20.0,,,,
March 2023,Kalimpong,,0.0,,,,,,,,,,,,,0.0,,,3.0,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,0.06,,,0.32,,,,,,,,,,,2.0,,,,20.0,,,,
March 2023,Kolkata,,0.54,,,,,,,,,,,,,8.0,,,65.0,,,,,,,,0.0,0.0,,,,,45.0,25.0,,,,,,,,,,,0.1,,,2.0,,,,,,,,,,,5.0,,,,100.0,,,,
March 2023,Malda,,0.11,,,,,,,,,,,,,6.0,,,29.0,,,,,,,,3.0,3.0,,,,,9.0,10.0,,,,,,,,,,,0.11,,,0.94,,,,,,,,,,,6.0,,,,60.0,,,,
March 2023,Murshidabad,,0.65,,,,,,,,,,,,,10.0,,,124.0,,,,,,,,6.0,7.0,,,,,54.0,52.0,,,,,,,,,,,0.6,,,4.18,,,,,,,,,,,32.0,,,,260.0,,,,
March 2023,Nadia,,1.97,,,,,,,,,,,,,7.0,,,298.0,,,,,,,,12.0,13.0,,,,,165.0,172.0,,,,,,,,,,,0.45,,,3.89,,,,,,,,,,,26.0,,,,266.0,,,,
March 2023,North 24 Parganas,,5.19,,,,,,,,,,,,,58.0,,,723.0,,,,,,,,27.0,36.0,,,,,434.0,447.0,,,,,,,,,,,1.57,,,13.66,,,,,,,,,,,74.0,,,,852.0,,,,
March 2023,Paschim Bardhaman,,0.17,,,,,,,,,,,,,33.0,,,175.0,,,,,,,,1.0,1.0,,,,,14.0,14.0,,,,,,,,,,,0.18,,,1.42,,,,,,,,,,,10.0,,,,152.0,,,,
March 2023,Paschim Medinipur,,1.35,,,,,,,,,,,,,14.0,,,245.0,,,,,,,,11.0,11.0,,,,,113.0,113.0,,,,,,,,,,,0.33,,,2.66,,,,,,,,,,,16.0,,,,195.0,,,,
March 2023,Purba Bardhaman,,1.08,,,,,,,,,,,,,12.0,,,147.0,,,,,,,,7.0,7.0,,,,,90.0,103.0,,,,,,,,,,,0.32,,,2.43,,,,,,,,,,,14.0,,,,153.0,,,,
March 2023,Purba Medinipur,,0.93,,,,,,,,,,,,,7.0,,,96.0,,,,,,,,8.0,11.0,,,,,78.0,80.0,,,,,,,,,,,0.27,,,2.07,,,,,,,,,,,15.0,,,,145.0,,,,
March 2023,Purulia,,0.38,,,,,,,,,,,,,3.0,,,48.0,,,,,,,,2.0,2.0,,,,,32.0,32.0,,,,,,,,,,,0.14,,,1.15,,,,,,,,,,,8.0,,,,70.0,,,,
March 2023,South 24 Parganas,,0.55,,,,,,,,,,,,,7.0,,,79.0,,,,,,,,2.0,2.0,,,,,46.0,46.0,,,,,,,,,,,0.37,,,3.13,,,,,,,,,,,16.0,,,,190.0,,,,
March 2023,Uttar Dinajpur,,0.44,,,,,,,,,,,,,6.0,,,65.0,,,,,,,,12.0,12.0,,,,,37.0,42.0,,,,,,,,,,,0.36,,,1.21,,,,,,,,,,,15.0,,,,106.0,,,,
March 2024,Alipurduar,,1.27,,,,,,,,,,,,,6.0,,,,6.0,,,,,,,7.0,9.0,,,,,1.0,1.0,,,,,,,,,,,,24.0,,,70.0,,,,,,,,,,,,8.0,,,35.0,,,
March 2024,Bankura,,64.77,,,,,,,,,,,,,32.0,,,,68.0,,,,,,,3.0,5.0,,,,,51.0,51.0,,,,,,,,,,,,18.0,,,118.0,,,,,,,,,,,,6.0,,,59.0,,,
March 2024,Birbhum,,189.23,,,,,,,,,,,,,29.0,,,,302.0,,,,,,,29.0,29.0,,,,,149.0,151.0,,,,,,,,,,,,48.0,,,374.0,,,,,,,,,,,,16.0,,,187.0,,,
March 2024,Cooch Behar,,57.15,,,,,,,,,,,,,11.0,,,,116.0,,,,,,,6.0,6.0,,,,,45.0,45.0,,,,,,,,,,,,42.0,,,252.0,,,,,,,,,,,,14.0,,,126.0,,,
March 2024,Dakshin Dinajpur,,44.45,,,,,,,,,,,,,2.0,,,,81.0,,,,,,,2.0,2.0,,,,,35.0,35.0,,,,,,,,,,,,21.0,,,122.0,,,,,,,,,,,,7.0,,,61.0,,,
March 2024,Darjeeling,,34.29,,,,,,,,,,,,,0.0,,,,32.0,,,,,,,4.0,4.0,,,,,27.0,26.0,,,,,,,,,,,,27.0,,,236.0,,,,,,,,,,,,9.0,,,118.0,,,
March 2024,Hooghly,,242.57,,,,,,,,,,,,,4.0,,,,252.0,,,,,,,11.0,11.0,,,,,191.0,192.0,,,,,,,,,,,,78.0,,,582.0,,,,,,,,,,,,26.0,,,291.0,,,
March 2024,Howrah,,25.4,,,,,,,,,,,,,2.0,,,,29.0,,,,,,,0.0,0.0,,,,,20.0,20.0,,,,,,,,,,,,18.0,,,208.0,,,,,,,,,,,,6.0,,,104.0,,,
March 2024,Jalpaiguri,,22.86,,,,,,,,,,,,,3.0,,,,41.0,,,,,,,2.0,2.0,,,,,18.0,19.0,,,,,,,,,,,,24.0,,,176.0,,,,,,,,,,,,8.0,,,88.0,,,
